Village Name,Gram Panchayat,TALUK,district
Varagodadinni,Kodal Sangam,Hungund ,YADGIR
Hullalli,Marol,Hungund ,YADGIR
Koppa,Marol,Hungund ,YADGIR
Marol,Marol,Hungund ,YADGIR
Nagaral S P,Nagaral S P,Badami ,YADGIR
Amblikoppa,Mugnoor,Hungund ,YADGIR
Subbalahunashi,Nagaral S P,Badami ,YADGIR
Basarikatti,Mugnoor,Hungund ,YADGIR
Govanaki,Nandikeshwar,Badami ,YADGIR
Basawanal,Mugnoor,Hungund ,YADGIR
Nandikeshwar,Nandikeshwar,Badami ,YADGIR
Budihal,Mugnoor,Hungund ,YADGIR
Nelwagi,Nandikeshwar,Badami ,YADGIR
Kadiwal Kallapur,Mugnoor,Hungund ,YADGIR
Bankaneri,Narasapur,Badami ,YADGIR
Muganur,Mugnoor,Hungund ,YADGIR
Belawalakoppa,Narasapur,Badami ,YADGIR
Suralikal,Mugnoor,Hungund ,YADGIR
Narasapur,Narasapur,Badami ,YADGIR
Yeranaikanal,Mugnoor,Hungund ,YADGIR
Wadawatti,Narasapur,Badami ,YADGIR
Gandal,Muradi,Hungund ,YADGIR
Neelagund,Neelgund,Badami ,YADGIR
Muradi,Muradi,Hungund ,YADGIR
Timmapur S N,Neelgund,Badami ,YADGIR
Neeralakeri,Neeralkeri,Badami ,YADGIR
Raddera Timmapur,Neeralkeri,Badami ,YADGIR
Ganganabudihal,Neerbhudihal,Badami ,YADGIR
Jalageri,Neerbhudihal,Badami ,YADGIR
Karadigudda S N,Neerbhudihal,Badami ,YADGIR
Ilal,Nagur,Hungund ,YADGIR
Neerabudihal,Neerbhudihal,Badami ,YADGIR
Nagur,Nagur,Hungund ,YADGIR
Yandigeri,Neerbhudihal,Badami ,YADGIR
Yadahalli,Nagur,Hungund ,YADGIR
Hullikeri S P,Parvati,Badami ,YADGIR
Chamalapur,Nandwadgi,Hungund ,YADGIR
Khanapur S P,Parvati,Badami ,YADGIR
Harnapur,Nandwadgi,Hungund ,YADGIR
Parwati,Parvati,Badami ,YADGIR
Kambalihal,Nandwadgi,Hungund ,YADGIR
Bachinagudd,Pattadkal,Badami ,YADGIR
Kodihal,Nandwadgi,Hungund ,YADGIR
Bhadra Nayakan Jalihal,Pattadkal,Badami ,YADGIR
Nandavadgi,Nandwadgi,Hungund ,YADGIR
Pattadakall,Pattadkal,Badami ,YADGIR
Bevinamatti,Rakkasagi,Hungund ,YADGIR
Kagalagomba,Sulikeri,Badami ,YADGIR
Chickyaranakeri,Rakkasagi,Hungund ,YADGIR
Kerakalamatti,Sulikeri,Badami ,YADGIR
Hireyaranakeri,Rakkasagi,Hungund ,YADGIR
Sulikeri,Sulikeri,Badami ,YADGIR
Honnarahalli,Rakkasagi,Hungund ,YADGIR
Huliginal,Rakkasagi,Hungund ,YADGIR
Kalagonal,Rakkasagi,Hungund ,YADGIR
Rakkasagi,Rakkasagi,Hungund ,YADGIR
Sulibhavi,Sulibavi,Hungund ,YADGIR
Dammur,Vadgeri,Hungund ,YADGIR
Gorjnal,Vadgeri,Hungund ,YADGIR
Vadageri,Vadgeri,Hungund ,YADGIR
Arehalli,Ballur,Anekal,YADGIR
Ballur,Ballur,Anekal,YADGIR
Dasanapura,Ballur,Anekal,YADGIR
Halehalli,Ballur,Anekal,YADGIR
Kodlipura,Ballur,Anekal,YADGIR
Bannerughatta,Bannerugatta,Anekal,YADGIR
Bannerughatta Kaval,Bannerugatta,Anekal,YADGIR
Bhoothanahalli,Bannerugatta,Anekal,YADGIR
Bilwaradahalli,Bannerugatta,Anekal,YADGIR
Byrappanahalli,Bannerugatta,Anekal,YADGIR
Kannaikana Agrahara,Bannerugatta,Anekal,YADGIR
Arenur,Bidaraguppe,Anekal,YADGIR
Bidaraguppe,Bidaraguppe,Anekal,YADGIR
Chikkanahalli,Bidaraguppe,Anekal,YADGIR
Indlabele,Bidaraguppe,Anekal,YADGIR
Jigala,Bidaraguppe,Anekal,YADGIR
Adigarakallahalli,Billapura,Anekal,YADGIR
Billapura,Billapura,Anekal,YADGIR
Buragunte,Billapura,Anekal,YADGIR
Avadadenahalli,Byagadadenahalli,Anekal,YADGIR
Byagadadenahalli,Byagadadenahalli,Anekal,YADGIR
Chikka Hagade,Byagadadenahalli,Anekal,YADGIR
Dodda Hagade,Byagadadenahalli,Anekal,YADGIR
Kammasandra Agrahara,Byagadadenahalli,Anekal,YADGIR
Kaval Hosahalli,Byagadadenahalli,Anekal,YADGIR
Kempavaderahalli,Byagadadenahalli,Anekal,YADGIR
Kunmadivala,Byagadadenahalli,Anekal,YADGIR
Soppahalli,Byagadadenahalli,Anekal,YADGIR
Thattanahalli,Byagadadenahalli,Anekal,YADGIR
Dommasandra,Dommasandra,Anekal,YADGIR
Bilchikkanahalli,Handenahalli,Anekal,YADGIR
Byalahalli,Handenahalli,Anekal,YADGIR
Handenahalli,Handenahalli,Anekal,YADGIR
Kotiganahalli,Handenahalli,Anekal,YADGIR
S Medihalli,Handenahalli,Anekal,YADGIR
Sollepura,Handenahalli,Anekal,YADGIR
Dyavasandra,Haragadde,Anekal,YADGIR
Haragadde,Haragadde,Anekal,YADGIR
Kumbaranahalli,Haragadde,Anekal,YADGIR
Lingapura,Haragadde,Anekal,YADGIR
Mada Patna,Haragadde,Anekal,YADGIR
Nosenur,Haragadde,Anekal,YADGIR
Nosenur Gollahalli,Haragadde,Anekal,YADGIR
Seethanaikana Halli,Haragadde,Anekal,YADGIR
Hennagara,Hennagara,Anekal,YADGIR
Hennagara Amanikere,Hennagara,Anekal,YADGIR
Hinnakki,Hennagara,Anekal,YADGIR
Hosahalli,Hennagara,Anekal,YADGIR
Kachanaikanahalli,Hennagara,Anekal,YADGIR
Masthena Halli,Hennagara,Anekal,YADGIR
Rajapura,Hennagara,Anekal,YADGIR
Ramakrishnapura,Hennagara,Anekal,YADGIR
Yarandahalli,Hennagara,Anekal,YADGIR
Hulimangala,Hulimangala,Anekal,YADGIR
Koppa,Hulimangala,Anekal,YADGIR
Koppa Gate,Hulimangala,Anekal,YADGIR
Maragondahalli,Hulimangala,Anekal,YADGIR
Nanjapura,Hulimangala,Anekal,YADGIR
S Bingipura,Hulimangala,Anekal,YADGIR
Vabasandra,Hulimangala,Anekal,YADGIR
Avalahalli,Huskur,Anekal,YADGIR
Chintalmadivala,Huskur,Anekal,YADGIR
Chokkasandra,Huskur,Anekal,YADGIR
Gulimangala,Huskur,Anekal,YADGIR
Harohalli,Huskur,Anekal,YADGIR
Huskur,Huskur,Anekal,YADGIR
Kaggalipura,Huskur,Anekal,YADGIR
Bagganadoddi,Indlavadi,Anekal,YADGIR
Chikka Hosahalli,Indlavadi,Anekal,YADGIR
Indlawadi,Indlavadi,Anekal,YADGIR
Indlawadipura,Indlavadi,Anekal,YADGIR
Kadajakkanahalli,Indlavadi,Anekal,YADGIR
Laxmipura,Indlavadi,Anekal,YADGIR
Thammanaikanahalli,Indlavadi,Anekal,YADGIR
Thimmasandra,Indlavadi,Anekal,YADGIR
Bommandahalli,Kallubalu,Anekal,YADGIR
Bukkasagara,Kallubalu,Anekal,YADGIR
Harapanahalli,Kallubalu,Anekal,YADGIR
J Bingipura,Kallubalu,Anekal,YADGIR
Kalbalu,Kallubalu,Anekal,YADGIR
Konasandra,Kallubalu,Anekal,YADGIR
Mahanthalingapura,Kallubalu,Anekal,YADGIR
Vaderamanchanahalli,Kallubalu,Anekal,YADGIR
Aravantigepura,Karpur,Anekal,YADGIR
Bestammanahalli,Karpur,Anekal,YADGIR
Bidaragere,Karpur,Anekal,YADGIR
Haldenahalli,Karpur,Anekal,YADGIR
Karpur,Karpur,Anekal,YADGIR
Rachamanahalli,Karpur,Anekal,YADGIR
Begihalli,Mantapa,Anekal,YADGIR
Bujangadasanakere,Mantapa,Anekal,YADGIR
Halesampigehalli,Mantapa,Anekal,YADGIR
Hullahalli,Mantapa,Anekal,YADGIR
Hullukasavanahalli,Mantapa,Anekal,YADGIR
Jangal Palya,Mantapa,Anekal,YADGIR
Kalkere,Mantapa,Anekal,YADGIR
Mantapa,Mantapa,Anekal,YADGIR
Ramasandra,Mantapa,Anekal,YADGIR
Sakalawara,Mantapa,Anekal,YADGIR
Vaderahalli,Mantapa,Anekal,YADGIR
Bandapura,Marasur,Anekal,YADGIR
Madivala,Marasur,Anekal,YADGIR
Marasur,Marasur,Anekal,YADGIR
Marasur Agrahara,Marasur,Anekal,YADGIR
Naganaikanahalli,Marasur,Anekal,YADGIR
Bhaktipura,Mayasandra,Anekal,YADGIR
Kamblipura,Mayasandra,Anekal,YADGIR
M Medihalli,Mayasandra,Anekal,YADGIR
Manchanahalli,Mayasandra,Anekal,YADGIR
Mayasandra,Mayasandra,Anekal,YADGIR
Muthasandra,Mayasandra,Anekal,YADGIR
Banahalli,Mugaluru,Anekal,YADGIR
Deshapande Guttahalli,Mugaluru,Anekal,YADGIR
Doddathimmasandra,Mugaluru,Anekal,YADGIR
Gudighattanahalli,Mugaluru,Anekal,YADGIR
Kamanahalli,Mugaluru,Anekal,YADGIR
Kugur,Mugaluru,Anekal,YADGIR
Kuthaganahalli,Mugaluru,Anekal,YADGIR
Madappanahalli,Mugaluru,Anekal,YADGIR
Mahal Chowdadenahalli,Mugaluru,Anekal,YADGIR
Mattanahalli,Mugaluru,Anekal,YADGIR
Mugalur,Mugaluru,Anekal,YADGIR
Panditana Agrahara,Mugaluru,Anekal,YADGIR
Seeganaikanahalli,Mugaluru,Anekal,YADGIR
Thindlu,Mugaluru,Anekal,YADGIR
Ali Bommasandra,Muttanalluru,Anekal,YADGIR
Chikkathimmasandra,Muttanalluru,Anekal,YADGIR
Gopasandra,Muttanalluru,Anekal,YADGIR
Kommasandra,Muttanalluru,Anekal,YADGIR
Muthanallur,Muttanalluru,Anekal,YADGIR
Narayanaghatta,Muttanalluru,Anekal,YADGIR
Samanahalli,Muttanalluru,Anekal,YADGIR
Singena Agrahara,Muttanalluru,Anekal,YADGIR
Adigondanahalli,Neraluru,Anekal,YADGIR
Balagaranahalli,Neraluru,Anekal,YADGIR
Bendiganahalli,Neraluru,Anekal,YADGIR
Giddenahalli,Neraluru,Anekal,YADGIR
Guddahatti,Neraluru,Anekal,YADGIR
Itchangur,Neraluru,Anekal,YADGIR
Krishnasagara,Neraluru,Anekal,YADGIR
Neralur,Neraluru,Anekal,YADGIR
Thirumagondanahalli,Neraluru,Anekal,YADGIR
Yadavanahalli,Neraluru,Anekal,YADGIR
Chikkadasarahalli,Neriga,Anekal,YADGIR
Chikkanekkundi,Neriga,Anekal,YADGIR
Chikkavaderapura,Neriga,Anekal,YADGIR
Gonighattapura,Neriga,Anekal,YADGIR
Halasahalli Thippasandra,Neriga,Anekal,YADGIR
Heggondahalli,Neriga,Anekal,YADGIR
Janthagondanahalli,Neriga,Anekal,YADGIR
Kathriguppe,Neriga,Anekal,YADGIR
Nagen Agrahara,Neriga,Anekal,YADGIR
Neriga,Neriga,Anekal,YADGIR
Ramnaikanahalli,Neriga,Anekal,YADGIR
Ragihalli,Ragihalli,Anekal,YADGIR
Shivanahalli,Ragihalli,Anekal,YADGIR
Channena Agrahara,Samandur,Anekal,YADGIR
Geratiganabele,Samandur,Anekal,YADGIR
Gudnahalli,Samandur,Anekal,YADGIR
Hompalaghatta,Samandur,Anekal,YADGIR
Maranaikanahalli,Samandur,Anekal,YADGIR
Muthagatti,Samandur,Anekal,YADGIR
Samandur,Samandur,Anekal,YADGIR
Submangala,Samandur,Anekal,YADGIR
Sarjapura,Sarjapura,Anekal,YADGIR
Bhovi Palya,Shanthipura,Anekal,YADGIR
Chikkanagamangala,Shanthipura,Anekal,YADGIR
Choodasandra,Shanthipura,Anekal,YADGIR
Gattahalli,Shanthipura,Anekal,YADGIR
Rayasandra,Shanthipura,Anekal,YADGIR
A Medihalli,Suragajakkanahalli,Anekal,YADGIR
Adur,Suragajakkanahalli,Anekal,YADGIR
Agasa Thimmanahalli,Suragajakkanahalli,Anekal,YADGIR
Gowrenahalli,Suragajakkanahalli,Anekal,YADGIR
Honnakalasapura,Suragajakkanahalli,Anekal,YADGIR
Sonnanayakanapura,Suragajakkanahalli,Anekal,YADGIR
Suragajakkanahalli,Suragajakkanahalli,Anekal,YADGIR
Chudenahalli,Vanakanahalli,Anekal,YADGIR
Menasiganahalli,Vanakanahalli,Anekal,YADGIR
Singasandra,Vanakanahalli,Anekal,YADGIR
Solur,Vanakanahalli,Anekal,YADGIR
Sunavara,Vanakanahalli,Anekal,YADGIR
Telagarahalli,Vanakanahalli,Anekal,YADGIR
Vanakanahalli,Vanakanahalli,Anekal,YADGIR
B Hosahalli,Yamare,Anekal,YADGIR
Chambenahalli,Yamare,Anekal,YADGIR
Ittangur,Yamare,Anekal,YADGIR
Kadagrahara,Yamare,Anekal,YADGIR
Sompura,Yamare,Anekal,YADGIR
Thigala Chowdadenahalli,Yamare,Anekal,YADGIR
Volagerekallahalli,Yamare,Anekal,YADGIR
Yamare,Yamare,Anekal,YADGIR
Alurdoddanahalli,Alooru Duddanahalli,Devanahalli ,YADGIR
Alahalli,Aralumallige,Dod Ballapur ,YADGIR
Anugondahalli,Anugondanahalli,Hosakote ,YADGIR
Agalakuppa,Agalakuppe,Nelamangala ,YADGIR
Bannimangala,Alooru Duddanahalli,Devanahalli ,YADGIR
Aralamallige,Aralumallige,Dod Ballapur ,YADGIR
Byrahalli,Anugondanahalli,Hosakote ,YADGIR
Biragundanahalli,Agalakuppe,Nelamangala ,YADGIR
Beerasandra,Alooru Duddanahalli,Devanahalli ,YADGIR
Ekasipura,Aralumallige,Dod Ballapur ,YADGIR
Medimallasandra,Anugondanahalli,Hosakote ,YADGIR
Chandanahosahalli,Agalakuppe,Nelamangala ,YADGIR
Pandithapura,Alooru Duddanahalli,Devanahalli ,YADGIR
Jakkasandra,Aralumallige,Dod Ballapur ,YADGIR
Muthkur,Anugondanahalli,Hosakote ,YADGIR
Devarahosahalli,Agalakuppe,Nelamangala ,YADGIR
Sunnagatta,Alooru Duddanahalli,Devanahalli ,YADGIR
S M Gollahalli,Aralumallige,Dod Ballapur ,YADGIR
Yedagondahalli,Anugondanahalli,Hosakote ,YADGIR
Halenijagal,Agalakuppe,Nelamangala ,YADGIR
Akkalenahalli Mallena Halli,Anneshwara,Devanahalli ,YADGIR
Aroodi,Arudi,Dod Ballapur ,YADGIR
Bylanarasapura,Bylanarasapura,Hosakote ,YADGIR
Kallunaikanahalli,Agalakuppe,Nelamangala ,YADGIR
Anneswara,Anneshwara,Devanahalli ,YADGIR
Banavathi,Arudi,Dod Ballapur ,YADGIR
Doddaganahalli,Bylanarasapura,Hosakote ,YADGIR
Kamalapura,Agalakuppe,Nelamangala ,YADGIR
Bandaramanahalli,Anneshwara,Devanahalli ,YADGIR
Dadighattamadagu,Arudi,Dod Ballapur ,YADGIR
Gundrahalli,Bylanarasapura,Hosakote ,YADGIR
Lakkuru,Agalakuppe,Nelamangala ,YADGIR
Boovanahalli,Anneshwara,Devanahalli ,YADGIR
Gowdanakunte,Arudi,Dod Ballapur ,YADGIR
Hedakanahalli,Bylanarasapura,Hosakote ,YADGIR
Nijagal,Agalakuppe,Nelamangala ,YADGIR
Bychapura,Anneshwara,Devanahalli ,YADGIR
Harohalli,Arudi,Dod Ballapur ,YADGIR
Korati,Bylanarasapura,Hosakote ,YADGIR
Arebommanahalli,Arebommanahalli,Nelamangala ,YADGIR
Chikkasanne,Anneshwara,Devanahalli ,YADGIR
K G Devapala,Arudi,Dod Ballapur ,YADGIR
Thimmasandra,Bylanarasapura,Hosakote ,YADGIR
Byadarahalli,Arebommanahalli,Nelamangala ,YADGIR
Doddasanne,Anneshwara,Devanahalli ,YADGIR
Kamakshihalli,Arudi,Dod Ballapur ,YADGIR
Chikkahullur,Chokkahalli,Hosakote ,YADGIR
Chikkanahalli,Arebommanahalli,Nelamangala ,YADGIR
Hosathota,Anneshwara,Devanahalli ,YADGIR
Kilarlahalli,Arudi,Dod Ballapur ,YADGIR
Chikkanallurahalli,Chokkahalli,Hosakote ,YADGIR
Dasanapura,Arebommanahalli,Nelamangala ,YADGIR
Sanne Amanikere,Anneshwara,Devanahalli ,YADGIR
Vaddarahalli,Arudi,Dod Ballapur ,YADGIR
Chokkahalli,Chokkahalli,Hosakote ,YADGIR
Govindapura,Arebommanahalli,Nelamangala ,YADGIR
Udayagiri,Anneshwara,Devanahalli ,YADGIR
Adinarayana Hosahalli,Bashettihalli,Dod Ballapur ,YADGIR
Cholappanahalli,Chokkahalli,Hosakote ,YADGIR
Halkur,Arebommanahalli,Nelamangala ,YADGIR
Upparahalli,Anneshwara,Devanahalli ,YADGIR
Arehalli Guddadahalli,Bashettihalli,Dod Ballapur ,YADGIR
Doddanallurahalli,Chokkahalli,Hosakote ,YADGIR
Honnarayanahalli,Arebommanahalli,Nelamangala ,YADGIR
Yerthiganahalli,Anneshwara,Devanahalli ,YADGIR
Basettihalli,Bashettihalli,Dod Ballapur ,YADGIR
Malimakanapura,Chokkahalli,Hosakote ,YADGIR
Karenahalli,Arebommanahalli,Nelamangala ,YADGIR
Abachikkanahalli,Avathi,Devanahalli ,YADGIR
Bisuvanahalli,Bashettihalli,Dod Ballapur ,YADGIR
Pillagumpe,Chokkahalli,Hosakote ,YADGIR
Kempapura Agrahara,Arebommanahalli,Nelamangala ,YADGIR
Akkupet,Avathi,Devanahalli ,YADGIR
Kasuvanahalli,Bashettihalli,Dod Ballapur ,YADGIR
Banarahalli,Devanagundi,Hosakote ,YADGIR
Kodigebommanahalli,Arebommanahalli,Nelamangala ,YADGIR
Attibele,Avathi,Devanahalli ,YADGIR
Kolipura,Bashettihalli,Dod Ballapur ,YADGIR
Basabathanahalli,Devanagundi,Hosakote ,YADGIR
Kodipalya,Arebommanahalli,Nelamangala ,YADGIR
Avathi,Avathi,Devanahalli ,YADGIR
Nagadenahalli,Bashettihalli,Dod Ballapur ,YADGIR
Devalapura,Devanagundi,Hosakote ,YADGIR
Lakkasandra,Arebommanahalli,Nelamangala ,YADGIR
Byrappanahalli,Avathi,Devanahalli ,YADGIR
Obadenahalli,Bashettihalli,Dod Ballapur ,YADGIR
Devanagondi,Devanagundi,Hosakote ,YADGIR
Melekattiganoor,Arebommanahalli,Nelamangala ,YADGIR
Gobbarakunte,Avathi,Devanahalli ,YADGIR
Ragunathapura,Bashettihalli,Dod Ballapur ,YADGIR
Devanagondi Hosahalli,Devanagundi,Hosakote ,YADGIR
Pallarahalli,Arebommanahalli,Nelamangala ,YADGIR
Kurubarakunte,Avathi,Devanahalli ,YADGIR
Thammasettihalli,Bashettihalli,Dod Ballapur ,YADGIR
Doddadunnasandra,Devanagundi,Hosakote ,YADGIR
Sulkunte,Arebommanahalli,Nelamangala ,YADGIR
Lalagondanahalli,Avathi,Devanahalli ,YADGIR
Varadanahalli,Bashettihalli,Dod Ballapur ,YADGIR
Handenahalli,Devanagundi,Hosakote ,YADGIR
Thalekere,Arebommanahalli,Nelamangala ,YADGIR
Baladimmanahalli,Bettekote,Devanahalli ,YADGIR
Yellupura,Bashettihalli,Dod Ballapur ,YADGIR
Lingadeeramallasandra,Devanagundi,Hosakote ,YADGIR
Thimmasandra,Arebommanahalli,Nelamangala ,YADGIR
Bettakote,Bettekote,Devanahalli ,YADGIR
Adakavala,Bhaktarahalli,Dod Ballapur ,YADGIR
Medihalli,Devanagundi,Hosakote ,YADGIR
Arasinakunte,Aresinakunte,Nelamangala ,YADGIR
Bettakote Amanikere,Bettekote,Devanahalli ,YADGIR
Alappanahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Obalapura,Devanagundi,Hosakote ,YADGIR
Jakkasandra,Aresinakunte,Nelamangala ,YADGIR
Rayasandra,Bettekote,Devanahalli ,YADGIR
Ankonahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Somalapura,Devanagundi,Hosakote ,YADGIR
Narasipalya,Aresinakunte,Nelamangala ,YADGIR
Reddihalli,Bettekote,Devanahalli ,YADGIR
Badrapura,Bhaktarahalli,Dod Ballapur ,YADGIR
Bhaktharahalli,Doddagattiganabbe,Hosakote ,YADGIR
Basavanahalli,Basavanahalli,Nelamangala ,YADGIR
Anighatta,Bidaluru,Devanahalli ,YADGIR
Bhaktharahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Cheemandahalli,Doddagattiganabbe,Hosakote ,YADGIR
Krishnarajapura,Basavanahalli,Nelamangala ,YADGIR
Bidalur,Bidaluru,Devanahalli ,YADGIR
Bommahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Chikkagattiganabbe,Doddagattiganabbe,Hosakote ,YADGIR
Narayanaraopalya,Basavanahalli,Nelamangala ,YADGIR
Devasthanada Amanikere,Bidaluru,Devanahalli ,YADGIR
Byappanahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Dodda Amanikere,Doddagattiganabbe,Hosakote ,YADGIR
Ahobalapalya,Bhodihal,Nelamangala ,YADGIR
Devenahalli,Bidaluru,Devanahalli ,YADGIR
Chigaranahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Doddagattiganabbe,Doddagattiganabbe,Hosakote ,YADGIR
Bardi,Bhodihal,Nelamangala ,YADGIR
Kasba Plantation,Bidaluru,Devanahalli ,YADGIR
Gundlahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Ganagalu,Doddagattiganabbe,Hosakote ,YADGIR
Bommanahalli,Bhodihal,Nelamangala ,YADGIR
Kodagurki,Bidaluru,Devanahalli ,YADGIR
K G Lingenahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Jinnagara,Doddagattiganabbe,Hosakote ,YADGIR
Budihal,Bhodihal,Nelamangala ,YADGIR
Maligenahalli,Bidaluru,Devanahalli ,YADGIR
Kadathippur,Bhaktarahalli,Dod Ballapur ,YADGIR
Kannurahalli,Doddagattiganabbe,Hosakote ,YADGIR
Deganahalli,Bhodihal,Nelamangala ,YADGIR
Mulli Amanikere,Bidaluru,Devanahalli ,YADGIR
Kanikenahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Pethanahalli,Doddagattiganabbe,Hosakote ,YADGIR
Kachanahalli,Bhodihal,Nelamangala ,YADGIR
Savakanahalli,Bidaluru,Devanahalli ,YADGIR
Mallegowdanahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Poojena Agrahara,Doddagattiganabbe,Hosakote ,YADGIR
Machonaikanahalli,Bhodihal,Nelamangala ,YADGIR
Vaderahalli,Bidaluru,Devanahalli ,YADGIR
Mudlakalenahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Sarakariguttahalli,Doddagattiganabbe,Hosakote ,YADGIR
Mandigere,Bhodihal,Nelamangala ,YADGIR
Bijjawara,Bijjawara,Devanahalli ,YADGIR
Narasapura,Bhaktarahalli,Dod Ballapur ,YADGIR
Dasarahalli,Doddahulluru,Hosakote ,YADGIR
Narasimanapalya,Bhodihal,Nelamangala ,YADGIR
Gollahalli,Bijjawara,Devanahalli ,YADGIR
Sirigondanahalli,Bhaktarahalli,Dod Ballapur ,YADGIR
Doddahullur,Doddahulluru,Hosakote ,YADGIR
Tonachinakuppe,Bhodihal,Nelamangala ,YADGIR
Gonur,Bijjawara,Devanahalli ,YADGIR
Channadevi Agrahara,Channadevi Agrahara,Dod Ballapur ,YADGIR
Hullur Amanikere,Doddahulluru,Hosakote ,YADGIR
Yeramanchanahalli,Bhodihal,Nelamangala ,YADGIR
Gururayana Hosur,Bijjawara,Devanahalli ,YADGIR
Junnasandra,Channadevi Agrahara,Dod Ballapur ,YADGIR
Sompura,Doddahulluru,Hosakote ,YADGIR
Doddabele,Doddabele,Nelamangala ,YADGIR
Hiriganahalli,Bijjawara,Devanahalli ,YADGIR
Kodihalli,Channadevi Agrahara,Dod Ballapur ,YADGIR
Sonnadenahalli,Doddahulluru,Hosakote ,YADGIR
Doddachannohalli,Doddabele,Nelamangala ,YADGIR
Holerahalli,Bijjawara,Devanahalli ,YADGIR
Madhure,Channadevi Agrahara,Dod Ballapur ,YADGIR
Yelachanayakanapura,Doddahulluru,Hosakote ,YADGIR
Gulapura,Doddabele,Nelamangala ,YADGIR
Hosahalli,Bijjawara,Devanahalli ,YADGIR
Madhure Amanikere,Channadevi Agrahara,Dod Ballapur ,YADGIR
Alagondahalli,Doddanallala,Hosakote ,YADGIR
Isuvanahalli,Doddabele,Nelamangala ,YADGIR
Irigenahalli,Bijjawara,Devanahalli ,YADGIR
Mallohalli,Channadevi Agrahara,Dod Ballapur ,YADGIR
Appasandra,Doddanallala,Hosakote ,YADGIR
Karehalli,Doddabele,Nelamangala ,YADGIR
Sambaragiddada Kavalu,Bijjawara,Devanahalli ,YADGIR
Nagasandra,Dargajogihalli,Dod Ballapur ,YADGIR
Appasandra Plantation,Doddanallala,Hosakote ,YADGIR
Mavinakommenahalli,Doddabele,Nelamangala ,YADGIR
Budigere,Budigere,Devanahalli ,YADGIR
Byrasandra,Dodda Tumakuru,Dod Ballapur ,YADGIR
Chikkanallala,Doddanallala,Hosakote ,YADGIR
Nimbenahalli,Doddabele,Nelamangala ,YADGIR
Budigere Amanikere,Budigere,Devanahalli ,YADGIR
Dodda Tumkur,Dodda Tumakuru,Dod Ballapur ,YADGIR
Chinnandahalli,Doddanallala,Hosakote ,YADGIR
Tadasigatta,Doddabele,Nelamangala ,YADGIR
Handrahalli,Budigere,Devanahalli ,YADGIR
Gejjigadahalli,Dodda Tumakuru,Dod Ballapur ,YADGIR
Dabbagunte,Doddanallala,Hosakote ,YADGIR
Arjunabettahalli,Gollahalli,Nelamangala ,YADGIR
Kotnathevaru,Budigere,Devanahalli ,YADGIR
Gowdahalli,Dodda Tumakuru,Dod Ballapur ,YADGIR
Doddadenahalli,Doddanallala,Hosakote ,YADGIR
Bettahalli,Gollahalli,Nelamangala ,YADGIR
Bediganahalli,Channarayapatna,Devanahalli ,YADGIR
Karim Sonnenahalli,Dodda Tumakuru,Dod Ballapur ,YADGIR
Doddanallala,Doddanallala,Hosakote ,YADGIR
Bolamaranahalli,Gollahalli,Nelamangala ,YADGIR
Channarayapatna,Channarayapatna,Devanahalli ,YADGIR
Chikkabelavangala,Doddabelavangala,Dod Ballapur ,YADGIR
Guguttahalli,Doddanallala,Hosakote ,YADGIR
Byrasettihalli,Gollahalli,Nelamangala ,YADGIR
Channarayapatna Amanikere,Channarayapatna,Devanahalli ,YADGIR
Doddabelavangala,Doddabelavangala,Dod Ballapur ,YADGIR
Halasakaipura,Doddanallala,Hosakote ,YADGIR
Gollahalli,Gollahalli,Nelamangala ,YADGIR
Gummanahalli,Channarayapatna,Devanahalli ,YADGIR
Doddahejjaji,Doddabelavangala,Dod Ballapur ,YADGIR
Mylapura,Doddanallala,Hosakote ,YADGIR
Hydalu,Gollahalli,Nelamangala ,YADGIR
Hyadala,Channarayapatna,Devanahalli ,YADGIR
Jodi Karapura,Doddabelavangala,Dod Ballapur ,YADGIR
Poojaramanahalli,Doddanallala,Hosakote ,YADGIR
Mylanahalli,Gollahalli,Nelamangala ,YADGIR
Maradiane,Channarayapatna,Devanahalli ,YADGIR
Karepura,Doddabelavangala,Dod Ballapur ,YADGIR
Thimmapura,Doddanallala,Hosakote ,YADGIR
Tyagadahalli,Gollahalli,Nelamangala ,YADGIR
Naganayakanahalli,Channarayapatna,Devanahalli ,YADGIR
Mugenahalli,Doddabelavangala,Dod Ballapur ,YADGIR
Ummalu,Doddanallala,Hosakote ,YADGIR
Byranaikanahalli,Hasuruvalli,Nelamangala ,YADGIR
Palya,Channarayapatna,Devanahalli ,YADGIR
Ramapura,Doddabelavangala,Dod Ballapur ,YADGIR
Valagerepura,Doddanallala,Hosakote ,YADGIR
Chikkannanahalli,Hasuruvalli,Nelamangala ,YADGIR
Agalakote,Chennahalli,Devanahalli ,YADGIR
